Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
WAAS,AquaVenture Holdings Limited,17.27,$455.73M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/waas,
ARMK,Aramark,36.49,$8.99B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk,
ABR,Arbor Realty Trust,8.56,$440M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr,
ABR^A,Arbor Realty Trust,25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a,
ABR^B,Arbor Realty Trust,25.1093,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b,
ABR^C,Arbor Realty Trust,25.812,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c,
ABRN,Arbor Realty Trust,25.6649,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn,
ARC,"ARC Document Solutions, Inc.",3.57,$165.32M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc,
ARCX,Arc Logistic Partners LP,14.41,$280.66M,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx,
MT,ArcelorMittal,8.32,$25.51B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt,
ARH^C,Arch Capital Group Ltd.,25.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c,
ARCH,"Arch Coal, Inc.",72.85,$1.82B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch,
ADM,Archer-Daniels-Midland Company,45.41,$25.91B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm,
AROC,"Archrock, Inc.",12.5,$882.61M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc,
ARNC,Arconic Inc.,26.38,$11.62B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc,
ARNC^B,Arconic Inc.,40.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b,
ARCO,Arcos Dorados Holdings Inc.,7.95,$1.68B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco,
ARD,Ardagh Group S.A.,21.7,$5.08B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/ard,
ASC,Ardmore Shipping Corporation,8,$268.6M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc,
AFC,Ares Capital Corporation,25.91,$207.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc,
ARU,Ares Capital Corporation,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru,
ACRE,Ares Commercial Real Estate Corporation,13.33,$379.68M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre,
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.95,$366.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ardc,
ARES,Ares Management L.P.,19.2,$4.06B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares,
ARES^A,Ares Management L.P.,26.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a,
AGX,"Argan, Inc.",64.65,$989.54M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx,
ANET,"Arista Networks, Inc.",133.2,$9.46B,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet,
AI,Arlington Asset Investment Corp,14.12,$333.63M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai,
AIC,Arlington Asset Investment Corp,22.44,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic,
AIW,Arlington Asset Investment Corp,24.54,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw,
AHH,"Armada Hoffler Properties, Inc.",13.77,$517.59M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh,
ARR,"ARMOUR Residential REIT, Inc.",23.11,$848.68M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr,
ARR^A,"ARMOUR Residential REIT, Inc.",24.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a,
ARR^B,"ARMOUR Residential REIT, Inc.",23.6165,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b,
AFI,"Armstrong Flooring, Inc.",18.34,$512.23M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi,
AWI,Armstrong World Industries Inc,44.95,$2.42B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi,
ARW,"Arrow Electronics, Inc.",72.17,$6.44B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw,
AJG,Arthur J. Gallagher & Co.,56.38,$10.12B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg,
APAM,Artisan Partners Asset Management Inc.,27.2,$2.06B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam,
ASA,ASA Gold and Precious Metals Limited,12.34,$238.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa,
ABG,Asbury Automotive Group Inc,56.75,$1.2B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg,
AHP,"Ashford Hospitality Prime, Inc.",10.67,$339.06M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp,
AHP^B,"Ashford Hospitality Prime, Inc.",19.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b,
AHT,Ashford Hospitality Trust Inc,6.21,$600.68M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht,
AHT^A,Ashford Hospitality Trust Inc,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a,
AHT^D,Ashford Hospitality Trust Inc,25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d,
AHT^F,Ashford Hospitality Trust Inc,24.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f,
AHT^G,Ashford Hospitality Trust Inc,24.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g,
ASH,Ashland Global Holdings Inc.,123.78,$7.7B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash,
APB,"Asia Pacific Fund, Inc. (The)",12.1799,$125.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb,
GRR,"Asia Tigers Fund, Inc. (The)",11.34,$39.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr,
ASPN,"Aspen Aerogels, Inc.",4.1,$95.82M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn,
AHL,Aspen Insurance Holdings Limited,52.05,$3.12B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl,
AHL^B,Aspen Insurance Holdings Limited,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b,
AHL^C,Aspen Insurance Holdings Limited,27.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c,
AHL^D,Aspen Insurance Holdings Limited,24.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d,
ASB,Associated Banc-Corp,24.25,$3.7B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb,
ASB^C,Associated Banc-Corp,26.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c,
ASB^D,Associated Banc-Corp,24.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d,
AC,"Associated Capital Group, Inc.",34.8,$843.91M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac,
AIZ,"Assurant, Inc.",94.96,$5.26B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz,
AGO,Assured Guaranty Ltd.,37.51,$4.66B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago,
AGO^B,Assured Guaranty Ltd.,26.097,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b,
AGO^E,Assured Guaranty Ltd.,26.3211,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e,
AGO^F,Assured Guaranty Ltd.,24.8099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f,
AF,Astoria Financial Corporation,20.27,$2.05B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af,
AF^C,Astoria Financial Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c,
AZN,Astrazeneca PLC,31.28,$79.15B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn,
HOME,At Home Group Inc.,15.08,$910.33M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home,
T,AT&T Inc.,41.69,$256B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t,
ATTO,Atento S.A.,9.15,$675.14M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto,
ATH,Athene Holding Ltd.,50.74,$10.17B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath,
ATKR,Atkore International Group Inc.,25.69,$1.62B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr,
AT,Atlantic Power Corporation,2.7,$309.55M,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at,
ATO,Atmos Energy Corporation,79.65,$8.39B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato,
ATW,"Atwood Oceanics, Inc.",9.32,$749.98M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw,
AUO,AU Optronics Corp,3.76,$3.62B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo,
ATHM,Autohome Inc.,31.87,$3.6B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/athm,
ALV,"Autoliv, Inc.",97.48,$8.61B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv,
AN,"AutoNation, Inc.",40.27,$4.06B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an,
AZO,"AutoZone, Inc.",696.67,$19.79B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo,
AVB,"AvalonBay Communities, Inc.",184.2,$25.3B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb,
AGR,"Avangrid, Inc.",43.25,$13.37B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr,
ACP,Avenue Income Credit Strategies Fund,14,$183.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acp,
AVY,Avery Dennison Corporation,80.66,$7.16B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy,
AVH,Avianca Holdings S.A.,7.65,$953.37M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh,
AVA,Avista Corporation,38.79,$2.5B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava,
AVT,"Avnet, Inc.",44.93,$5.79B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt,
AVP,"Avon Products, Inc.",4.31,$1.89B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp,
AVX,AVX Corporation,16.17,$2.71B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx,
AXTA,Axalta Coating Systems Ltd.,32.08,$7.75B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta,
AXS,Axis Capital Holdings Limited,67.36,$5.8B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs,
AXS^C.CL,Axis Capital Holdings Limited,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c.cl,
AXS^D,Axis Capital Holdings Limited,25.413,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d,
AXS^E,Axis Capital Holdings Limited,23.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e,
AXON          ,Axovant Sciences Ltd.,15.3,$1.52B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon,
AZRE,Azure Power Global Limited,21.07,$546.05M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre,
AZZ,AZZ Inc.,57.7,$1.5B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz,
BGS,"B&G Foods, Inc.",39.7,$2.64B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs,
BW,Babcock,9,$439.48M,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw,
BGH,Babson Global Short Duration High Yield Fund,19.69,$394.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgh,
BMI,"Badger Meter, Inc.",35.85,$1.04B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi,
BHI,Baker Hughes Incorporated,60.15,$25.58B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi,
BBN,BalckRock Taxable Municipal Bond Trust,22.47,$1.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbn,
BLL,Ball Corporation,73.39,$12.85B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll,
BGE^B,Baltimore Gas & Electric Company,26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b,
BANC,"Banc of California, Inc.",19.95,$993.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc,
BANC^C,"Banc of California, Inc.",26.7401,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c,
BANC^D,"Banc of California, Inc.",26.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d,
BANC^E,"Banc of California, Inc.",26.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e,
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7.46,$48.99B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva,
BBD,Banco Bradesco Sa,10.56,$58.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd,
BBDO,Banco Bradesco Sa,9.94,$54.99B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo,
BCH,Banco De Chile,73.34,$12.01B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.13,$1.1B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx,
BSBR,Banco Santander Brasil SA,8.81,$66.63B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr,
BSAC,Banco Santander Chile,25.01,$11.78B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac,
SAN,"Banco Santander, S.A.",6.01,$86.75B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san,
SAN^A,"Banco Santander, S.A.",25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a,
SAN^B,"Banco Santander, S.A.",24.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b,
SAN^C,"Banco Santander, S.A.",25.8301,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c,
SAN^I,"Banco Santander, S.A.",25.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i,
CIB,BanColombia S.A.,40.72,$9.79B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib,
BXS,"BancorpSouth, Inc.",30.15,$2.82B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs,
BAC,Bank of America Corporation,23.44,$234.68B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac,
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a,
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b,
BAC^A,Bank of America Corporation,26.0401,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a,
BAC^C,Bank of America Corporation,26.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c,
BAC^D,Bank of America Corporation,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d,
BAC^E,Bank of America Corporation,23.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e,
BAC^I,Bank of America Corporation,25.956,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i,
BAC^L,Bank of America Corporation,1202,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l,
BAC^W,Bank of America Corporation,26.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w,
BAC^Y,Bank of America Corporation,26.71,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y,
BML^G,Bank of America Corporation,21.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g,
BML^H,Bank of America Corporation,21.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h,
BML^I,Bank of America Corporation,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i,
BML^J,Bank of America Corporation,23.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j,
BML^L,Bank of America Corporation,23.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l,
BOH,Bank of Hawaii Corporation,81.07,$3.47B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh,
BMO,Bank Of Montreal,74.56,$48.59B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo,
NTB,Bank of N.T. Butterfield & Son Limited (The),32.24,$1.72B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb,
BK,Bank Of New York Mellon Corporation (The),46.97,$48.64B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk,
BK^C,Bank Of New York Mellon Corporation (The),25.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c,
BNS,Bank of Nova Scotia (The),58.24,$70.43B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns,
RATE,"Bankrate, Inc.",9.95,$894.66M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rate,
BKU,"BankUnited, Inc.",37.22,$3.96B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku,
BCS,Barclays PLC,10.86,$46.06B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs,
BCS^D,Barclays PLC,26.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d,
MCI,Barings Corporate Investors,15.26,$302M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci,
MPV,Barings Participation Investors,14.02,$145.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpv,
BNED,"Barnes & Noble Education, Inc",9.38,$435.68M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned,
BKS,"Barnes & Noble, Inc.",9.05,$655.84M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks,
B,"Barnes Group, Inc.",51,$2.74B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b,
CUDA,"Barracuda Networks, Inc.",23.38,$1.23B,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda,
ABX,Barrick Gold Corporation,19.46,$22.68B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx,
BAS,"Basic Energy Services, Inc.",32.81,$853.02M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas,
BAX,Baxter International Inc.,52.38,$28.39B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax,
BTE,Baytex Energy Corp,3.43,$803.32M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte,
BBT,BB&T Corporation,44.54,$36.01B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt,
BBT^D,BB&T Corporation,25.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d,
BBT^E,BB&T Corporation,25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e,
BBT^F,BB&T Corporation,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f,
BBT^G,BB&T Corporation,25.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g,
BBT^H,BB&T Corporation,25.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h,
BFR,BBVA Banco Frances S.A.,19.08,$3.41B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr,
BCE,"BCE, Inc.",44.51,$39.99B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce,
BZH,"Beazer Homes USA, Inc.",11.69,$392.14M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh,
BDX,"Becton, Dickinson and Company",183.07,$38.96B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx,
BDC,Belden Inc,66.34,$2.8B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc,
BDC^B,Belden Inc,93.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b,
BXE,Bellatrix Exploration Ltd,0.7673,$189.21M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe,
BEL,Belmond Ltd.,12.25,$1.25B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel,
BMS,"Bemis Company, Inc.",48.68,$4.48B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms,
BHE,"Benchmark Electronics, Inc.",31.35,$1.56B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe,
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a,
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b,
BHLB,"Berkshire Hills Bancorp, Inc.",35.4,$1.26B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb,
BBY,"Best Buy Co., Inc.",48.65,$15.04B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby,
BGCA,"BGC Partners, Inc.",25.51,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca,
BHP,BHP Billiton Limited,36.86,$98.09B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp,
BBL,BHP Billiton plc,31.65,$84.23B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl,
BIG,"Big Lots, Inc.",47.56,$2.13B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big,
BH,Biglari Holdings Inc.,421.98,$872.46M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh,
BBG,Bill Barrett Corporation,4.57,$346.04M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg,
BIOA,BioAmber Inc.,2.09,$72.84M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa,
BIOA.WS,BioAmber Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws,
BIO,"Bio-Rad Laboratories, Inc.",201.87,$5.97B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio,
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b,
BITA,Bitauto Holdings Limited,25.06,$1.77B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bita,
BKH,Black Hills Corporation,66.74,$3.57B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh,
BKHU,Black Hills Corporation,73.44,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu,
BKFS,"Black Knight Financial Services, Inc.",38.5,$5.96B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs,
BSM,"Black Stone Minerals, L.P.",16.64,$3.2B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm,
BGIO,BlackRock 2022 Global Income Opportunity Trust,10.01,$210.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgio,
BJZ,Blackrock California Municipal 2018 Term Trust,15.076,$96.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bjz,
BFZ,BlackRock California Municipal Income Trust,14.27,$455.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfz,
CII,Blackrock Capital and Income Strategies Fund Inc,14.24,$628.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cii,
BHK,Blackrock Core Bond Trust,13.36,$720.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bhk,
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.93,$1.38B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyt,
